"Asset Amount","Asset Name","Received Date","Date Sold","Proceeds (USD)","Cost Basis (USD)","Gain (USD)","Type"
0.00465357,ONE,04/06/2022,04/07/2022,0.00065150,0.00063144,0.00002006,Short Term
0.00465357,ONE,04/06/2022,04/07/2022,0.00065150,0.00063144,0.00002006,Short Term
0.00375000,ONE,04/06/2022,04/07/2022,0.00052500,0.00050883,0.00001617,Short Term
0.00375000,ONE,04/06/2022,04/07/2022,0.00052500,0.00050883,0.00001617,Short Term
0.00675000,ONE,04/06/2022,04/08/2022,0.00086006,0.00091590,-0.00005583,Short Term
0.00675000,ONE,04/06/2022,04/08/2022,0.00086006,0.00091590,-0.00005583,Short Term
0.01125000,ONE,04/06/2022,04/08/2022,0.00143344,0.00152650,-0.00009306,Short Term
0.01125000,ONE,04/06/2022,04/08/2022,0.00143344,0.00152650,-0.00009306,Short Term
0.00239538,ONE,04/06/2022,04/08/2022,0.00030521,0.00032503,-0.00001981,Short Term
0.00239538,ONE,04/06/2022,04/08/2022,0.00030521,0.00032503,-0.00001981,Short Term
0.00688464,ONE,04/06/2022,04/08/2022,0.00087722,0.00093417,-0.00005695,Short Term
0.00688464,ONE,04/06/2022,04/08/2022,0.00087722,0.00093417,-0.00005695,Short Term
0.16875000,ONE,04/06/2022,04/08/2022,0.02150161,0.02289748,-0.00139587,Short Term
0.16875000,ONE,04/06/2022,04/08/2022,0.02150161,0.02289748,-0.00139587,Short Term
0.01125000,ONE,04/06/2022,04/08/2022,0.00143344,0.00152650,-0.00009306,Short Term
0.01125000,ONE,04/06/2022,04/08/2022,0.00143344,0.00152650,-0.00009306,Short Term
35.58837052,ONE,04/06/2022,04/08/2022,4.53445121,4.82894223,-0.29449102,Short Term
0.00080000,ONE,04/07/2022,04/07/2022,0.00011200,0.00000000,0.00011200,Short Term
0.00080000,ONE,04/07/2022,04/07/2022,0.00011200,0.00011702,-0.00000502,Short Term
689.99920000,ONE,04/07/2022,04/07/2022,96.60010720,100.92988298,-4.32977578,Short Term
0.05625000,ONE,04/07/2022,04/07/2022,0.00787503,0.00787503,0.00000000,Short Term
0.05625000,ONE,04/07/2022,04/07/2022,0.00787503,0.00787503,0.00000000,Short Term
0.01125000,ONE,04/07/2022,04/07/2022,0.00157501,0.00157546,-0.00000046,Short Term
0.01125000,ONE,04/07/2022,04/07/2022,0.00157501,0.00157546,-0.00000046,Short Term
388.86420000,ONE,04/07/2022,04/07/2022,54.43988207,54.45692380,-0.01704172,Short Term
389.00000000,ONE,04/07/2022,04/07/2022,54.46007472,56.07018672,-1.61011200,Short Term
0.00080000,ONE,04/07/2022,04/07/2022,0.00011200,0.00000000,0.00011200,Short Term
0.00080000,ONE,04/08/2022,04/08/2022,0.00010193,0.00010523,-0.00000330,Short Term
350.00000000,ONE,04/08/2022,04/08/2022,44.59582357,46.03759217,-1.44176860,Short Term
0.05625000,ONE,04/08/2022,04/08/2022,0.00716720,0.00716720,0.00000000,Short Term
0.05625000,ONE,04/08/2022,04/08/2022,0.00716720,0.00716720,0.00000000,Short Term
0.00424593,ONE,04/08/2022,04/08/2022,0.00054100,0.00054118,-0.00000017,Short Term
315.41162948,ONE,04/08/2022,04/08/2022,40.18780921,40.20170352,-0.01389431,Short Term
0.00424593,ONE,04/08/2022,04/08/2022,0.00054100,0.00054118,-0.00000017,Short Term
0.00080000,ONE,04/08/2022,04/08/2022,0.00010193,0.00011347,-0.00001153,Short Term
0.00239499,ONE,04/08/2022,04/09/2022,0.00031791,0.00033969,-0.00002178,Short Term
0.00239499,ONE,04/08/2022,04/09/2022,0.00031791,0.00033969,-0.00002178,Short Term
0.00239421,ONE,04/08/2022,04/10/2022,0.00030529,0.00033958,-0.00003429,Short Term
0.00239421,ONE,04/08/2022,04/10/2022,0.00030529,0.00033958,-0.00003429,Short Term
0.02042016,ONE,04/08/2022,04/11/2022,0.00237167,0.00289626,-0.00052459,Short Term
0.02042016,ONE,04/08/2022,04/11/2022,0.00237167,0.00289626,-0.00052459,Short Term
0.11646200,ONE,04/08/2022,09/08/2022,0.00233451,0.01651822,-0.01418371,Short Term
0.11646200,ONE,04/08/2022,09/08/2022,0.00233451,0.01651822,-0.01418371,Short Term
0.04881900,ONE,04/08/2022,09/08/2022,0.00097859,0.00692417,-0.00594558,Short Term
0.04881900,ONE,04/08/2022,09/08/2022,0.00097859,0.00692417,-0.00594558,Short Term
0.16746800,ONE,04/08/2022,09/08/2022,0.00335694,0.02375259,-0.02039564,Short Term
0.16746800,ONE,04/08/2022,09/08/2022,0.00335694,0.02375259,-0.02039564,Short Term
0.16964500,ONE,04/08/2022,09/08/2022,0.00340058,0.02406136,-0.02066077,Short Term
0.16964500,ONE,04/08/2022,09/08/2022,0.00340058,0.02406136,-0.02066077,Short Term
0.09125000,ONE,04/08/2022,09/08/2022,0.00182913,0.01294231,-0.01111318,Short Term
0.09125000,ONE,04/08/2022,09/08/2022,0.00182913,0.01294231,-0.01111318,Short Term
0.00080000,ONE,04/08/2022,04/08/2022,0.00010193,0.00000000,0.00010193,Short Term
0.10000000,COTI,12/02/2021,01/09/2022,0.03215840,0.05154765,-0.01938925,Short Term
15.38267796,COTI,12/02/2021,01/09/2022,4.94682311,7.92940898,-2.98258587,Short Term
8.61732204,COTI,12/02/2021,01/09/2022,2.77119289,4.44202700,-1.67083411,Short Term
30.00000000,COTI,12/08/2021,01/09/2022,9.64752000,10.70499000,-1.05747000,Short Term
0.50000000,RUNE,10/01/2021,01/17/2022,2.89770657,4.06375000,-1.16604343,Short Term
2.00000000,RUNE,12/02/2021,01/17/2022,11.59082629,24.17000000,-12.57917371,Short Term
0.00271500,LUNC,07/11/2021,01/08/2022,0.18037003,0.02292695,0.15744308,Short Term
0.35220300,LUNC,07/11/2021,01/08/2022,23.23965996,2.97419583,20.26546414,Short Term
0.00733600,LUNC,07/11/2021,01/09/2022,0.54793205,0.06194922,0.48598283,Short Term
0.03775800,LUNC,01/08/2022,01/08/2022,2.54167465,2.54167465,0.00000000,Short Term
0.04779700,LUNC,01/08/2022,01/08/2022,3.15382330,3.21744858,-0.06362528,Short Term
0.00013300,LUNC,01/09/2022,01/09/2022,0.00993388,0.00993388,0.00000000,Short Term
0.00675000,LUNC,01/18/2022,01/18/2022,0.54723309,0.54723309,0.00000000,Short Term
0.00264500,LUNC,01/18/2022,01/18/2022,0.21443430,0.21443430,0.00000000,Short Term
0.00646800,LUNC,01/18/2022,01/18/2022,0.52437091,0.52437091,0.00000000,Short Term
0.00747800,LUNC,01/18/2022,01/18/2022,0.60625319,0.60625319,0.00000000,Short Term
0.00236400,LUNC,01/18/2022,01/18/2022,0.19165319,0.19165319,0.00000000,Short Term
0.00173100,LUNC,01/18/2022,01/18/2022,0.14033489,0.14033489,0.00000000,Short Term
100000.00000000,LUNC,09/01/2022,09/02/2022,22.19169452,28.54169700,-6.35000248,Short Term
0.00000500,SOL,04/30/2021,02/04/2022,0.00056335,0.00021799,0.00034536,Short Term
0.00000500,SOL,09/22/2021,01/07/2022,0.00068336,0.00074174,-0.00005839,Short Term
0.30938889,SOL,10/14/2021,11/21/2022,3.65277095,50.00000000,-46.34722905,Long Term
0.00042219,SOL,11/28/2021,01/08/2022,0.05657205,0.07809819,-0.02152615,Short Term
0.20358500,SOL,12/04/2021,01/08/2022,27.27970799,39.23554249,-11.95583450,Short Term
0.08500000,SOL,12/19/2021,01/08/2022,11.38971525,15.98441150,-4.59469625,Short Term
0.09099281,SOL,12/20/2021,01/08/2022,12.19273171,16.08297917,-3.89024745,Short Term
0.00000719,SOL,12/20/2021,11/21/2022,0.00008489,0.00127083,-0.00118594,Short Term
0.00000500,SOL,01/12/2022,01/12/2022,0.00075633,0.00075633,0.00000000,Short Term
0.00000500,SOL,01/12/2022,01/12/2022,0.00075633,0.00075633,0.00000000,Short Term
0.00000500,SOL,01/12/2022,03/06/2022,0.00042283,0.00075633,-0.00033350,Short Term
0.00000500,SOL,01/12/2022,03/07/2022,0.00041307,0.00075633,-0.00034326,Short Term
0.00000500,SOL,01/12/2022,03/17/2022,0.00043966,0.00075633,-0.00031667,Short Term
0.00000500,SOL,01/12/2022,09/21/2022,0.00015417,0.00075633,-0.00060216,Short Term
0.00000500,SOL,01/12/2022,10/03/2022,0.00016431,0.00075633,-0.00059202,Short Term
0.00000500,SOL,01/12/2022,10/05/2022,0.00017075,0.00075633,-0.00058558,Short Term
0.00000500,SOL,01/12/2022,10/07/2022,0.00016532,0.00075633,-0.00059101,Short Term
0.00000500,SOL,01/12/2022,10/07/2022,0.00016532,0.00075633,-0.00059101,Short Term
0.00000500,SOL,01/12/2022,10/07/2022,0.00016532,0.00075633,-0.00059101,Short Term
0.00000500,SOL,01/12/2022,10/10/2022,0.00016017,0.00075633,-0.00059616,Short Term
0.00000500,SOL,03/06/2022,03/06/2022,0.00042283,0.00042283,0.00000000,Short Term
2.35940000,SOL,03/12/2022,03/12/2022,192.35000000,192.25158073,0.09841927,Short Term
0.15000000,SOL,04/21/2022,11/21/2022,1.77096093,16.52343000,-14.75246907,Short Term
0.00005212,SOL,07/13/2022,11/21/2022,0.00061530,0.00182022,-0.00120491,Short Term
0.00005177,SOL,07/16/2022,11/21/2022,0.00061119,0.00204813,-0.00143694,Short Term
0.00005129,SOL,07/19/2022,11/21/2022,0.00060559,0.00230335,-0.00169776,Short Term
0.00005061,SOL,07/23/2022,11/21/2022,0.00059746,0.00202772,-0.00143026,Short Term
0.00005149,SOL,07/25/2022,11/21/2022,0.00060792,0.00188929,-0.00128136,Short Term
0.00005096,SOL,07/28/2022,11/21/2022,0.00060164,0.00218787,-0.00158623,Short Term
0.00004996,SOL,07/31/2022,11/21/2022,0.00058984,0.00212293,-0.00153310,Short Term
0.00000500,SOL,08/03/2022,08/03/2022,0.00019299,0.00019299,0.00000000,Short Term
0.00005000,SOL,08/03/2022,11/21/2022,0.00059030,0.00192986,-0.00133956,Short Term
0.00004995,SOL,08/06/2022,11/21/2022,0.00058974,0.00200180,-0.00141206,Short Term
0.00004848,SOL,08/09/2022,11/21/2022,0.00057237,0.00195582,-0.00138345,Short Term
0.00004831,SOL,08/12/2022,11/21/2022,0.00057041,0.00219014,-0.00161973,Short Term
0.00004802,SOL,08/15/2022,11/21/2022,0.00056698,0.00210298,-0.00153600,Short Term
0.00004822,SOL,08/18/2022,11/21/2022,0.00056933,0.00191545,-0.00134612,Short Term
0.00002419,SOL,08/21/2022,11/21/2022,0.00028556,0.00088504,-0.00059948,Short Term
0.00005200,SOL,08/24/2022,11/21/2022,0.00061390,0.00182026,-0.00120636,Short Term
0.00005293,SOL,08/27/2022,12/30/2022,0.00050458,0.00167652,-0.00117194,Short Term
0.00004626,SOL,08/30/2022,12/30/2022,0.00044101,0.00146117,-0.00102016,Short Term
0.00005201,SOL,09/02/2022,12/30/2022,0.00049587,0.00162979,-0.00113392,Short Term
0.00005215,SOL,09/04/2022,11/21/2022,0.00061566,0.00168220,-0.00106654,Short Term
0.70750857,SOL,09/05/2022,11/21/2022,8.35313360,22.69687505,-14.34374146,Short Term
0.29249143,SOL,09/05/2022,12/30/2022,2.78850810,9.38312495,-6.59461685,Short Term
0.00005175,SOL,09/07/2022,11/21/2022,0.00061102,0.00169070,-0.00107968,Short Term
0.00038940,SOL,09/10/2022,12/30/2022,0.00371241,0.01000000,-0.00628759,Short Term
0.00039083,SOL,09/13/2022,12/30/2022,0.00372599,0.01000000,-0.00627401,Short Term
1.01243641,SOL,09/13/2022,11/21/2022,11.95323542,36.00000000,-24.04676458,Short Term
0.00038767,SOL,09/16/2022,12/30/2022,0.00369590,0.01000000,-0.00630410,Short Term
0.00066115,SOL,09/19/2022,12/30/2022,0.00630313,0.02000000,-0.01369687,Short Term
0.00065527,SOL,09/29/2022,12/30/2022,0.00624710,0.02000000,-0.01375290,Short Term
0.00064589,SOL,10/05/2022,12/30/2022,0.00615769,0.02000000,-0.01384231,Short Term
0.00070104,SOL,10/05/2022,12/30/2022,0.00668349,0.02000000,-0.01331651,Short Term
0.00070582,SOL,10/05/2022,12/30/2022,0.00672908,0.02000000,-0.01327092,Short Term
0.00069730,SOL,10/05/2022,12/30/2022,0.00664784,0.02000000,-0.01335216,Short Term
0.00066845,SOL,10/08/2022,12/30/2022,0.00637273,0.02000000,-0.01362727,Short Term
0.00069223,SOL,10/08/2022,12/30/2022,0.00659943,0.02000000,-0.01340057,Short Term
0.00069103,SOL,10/11/2022,12/30/2022,0.00658807,0.02000000,-0.01341193,Short Term
0.00069062,SOL,10/14/2022,12/30/2022,0.00658408,0.02000000,-0.01341592,Short Term
0.00068678,SOL,10/16/2022,12/30/2022,0.00654751,0.02000000,-0.01345249,Short Term
0.00069033,SOL,10/19/2022,12/30/2022,0.00658135,0.02000000,-0.01341865,Short Term
0.00065925,SOL,10/21/2022,12/30/2022,0.00628500,0.01000000,-0.00371500,Short Term
0.00066731,SOL,10/23/2022,12/30/2022,0.00636186,0.01000000,-0.00363814,Short Term
0.00067920,SOL,10/25/2022,12/30/2022,0.00647528,0.02000000,-0.01352472,Short Term
0.00066536,SOL,10/28/2022,12/30/2022,0.00634332,0.02000000,-0.01365668,Short Term
0.00068157,SOL,10/30/2022,12/30/2022,0.00649787,0.02000000,-0.01350213,Short Term
0.00066496,SOL,11/01/2022,12/30/2022,0.00633951,0.02000000,-0.01366049,Short Term
0.00067300,SOL,11/04/2022,12/30/2022,0.00641613,0.02000000,-0.01358387,Short Term
0.00069029,SOL,11/11/2022,12/30/2022,0.00658095,0.01000000,-0.00341905,Short Term
0.00067420,SOL,11/12/2022,12/30/2022,0.00642759,0.01000000,-0.00357241,Short Term
0.00015448,SOL,11/16/2022,12/30/2022,0.00147275,0.00226736,-0.00079462,Short Term
0.00000500,SOL,11/23/2022,12/30/2022,0.00004767,0.00007072,-0.00002306,Short Term
1.69404217,SOL,11/23/2022,12/30/2022,16.15038904,23.96222655,-7.81183751,Short Term
0.00012482,SOL,11/27/2022,12/30/2022,0.00119002,0.00184787,-0.00065786,Short Term
2.84400891,UMA,10/25/2021,11/21/2022,4.35205759,33.45937877,-29.10732118,Long Term
1.18800000,UMA,10/25/2021,11/21/2022,1.81794241,13.97665874,-12.15871632,Long Term
0.05200000,COMP,07/19/2021,01/02/2022,10.55702960,19.11458824,-8.55755864,Short Term
1.37512583,AVAX,10/24/2021,11/15/2022,18.16541221,89.11510281,-70.94969059,Long Term
0.17950848,AVAX,10/24/2021,11/21/2022,2.11593048,11.63305663,-9.51712615,Long Term
0.76000000,AVAX,10/24/2021,11/21/2022,8.95839107,49.25184056,-40.29344950,Long Term
0.11787417,AVAX,01/07/2022,11/15/2022,1.55711779,10.62000000,-9.06288221,Short Term
0.20300000,AVAX,01/09/2022,11/15/2022,2.68163000,17.46855600,-14.78692600,Short Term
0.15200000,AVAX,01/09/2022,11/15/2022,2.00792000,13.07376320,-11.06584320,Short Term
0.15200000,AVAX,04/04/2022,11/15/2022,2.00792000,14.09587200,-12.08795200,Short Term
0.01800000,AVAX,05/04/2022,11/21/2022,0.21217242,1.09988928,-0.88771686,Short Term
0.13700000,AVAX,05/13/2022,11/21/2022,1.61486786,4.77535968,-3.16049182,Short Term
0.69300000,AVAX,05/13/2022,11/21/2022,8.16863817,24.15565152,-15.98701335,Short Term
25.50000000,CRV,11/17/2021,11/19/2022,13.70431671,74.19572727,-60.49141056,Long Term
19.25000000,CRV,01/04/2022,01/05/2022,121.62631250,122.87660000,-1.25028750,Short Term
0.00800000,CRV,01/04/2022,01/04/2022,0.04984000,0.04984000,0.00000000,Short Term
7.90000000,CRV,01/04/2022,01/04/2022,48.51230000,49.26626627,-0.75396627,Short Term
1.20000000,DOT,11/26/2021,11/21/2022,6.25041736,44.87000000,-38.61958264,Short Term
0.99900000,DOT,04/01/2022,11/21/2022,5.20347245,22.14375408,-16.94028163,Short Term
0.00100000,DOT,04/01/2022,11/21/2022,0.00520868,0.02216592,-0.01695724,Short Term
1.00000000,DOT,04/21/2022,11/21/2022,5.20868114,19.35360000,-14.14491886,Short Term
1.00000000,DOT,05/01/2022,11/21/2022,5.20868114,15.19012000,-9.98143886,Short Term
0.98800000,DOT,05/12/2022,11/21/2022,5.14617696,9.30865936,-4.16248240,Short Term
2.00000000,DOT,09/05/2022,11/21/2022,10.41736227,14.83000000,-4.41263773,Short Term
1.00000000,UNI,09/09/2021,11/21/2022,5.12000000,25.45004051,-20.33004051,Long Term
2.09699547,CAKE,01/09/2022,01/09/2022,22.21781353,22.65826320,-0.44044968,Short Term
0.00025442,CAKE,01/09/2022,01/17/2022,0.00282705,0.00274899,0.00007805,Short Term
0.03896918,CAKE,01/17/2022,01/17/2022,0.43302157,0.44047316,-0.00745159,Short Term
0.00000079,CAKE,01/17/2022,01/17/2022,0.00000878,0.28677483,-0.28676605,Short Term
2.10788017,CAKE,01/17/2022,01/17/2022,23.42254859,0.00000000,23.42254859,Short Term
0.04407900,USTC,07/21/2021,01/08/2022,0.04429306,0.04412483,0.00016823,Short Term
0.05013100,USTC,01/08/2022,01/08/2022,0.05037446,0.05037446,0.00000000,Short Term
0.05013100,USTC,01/08/2022,01/08/2022,0.05037446,0.05037446,0.00000000,Short Term
0.11250000,USTC,01/08/2022,01/08/2022,0.11304634,0.11304634,0.00000000,Short Term
0.28834200,USTC,01/08/2022,01/08/2022,0.28974230,0.28974230,0.00000000,Short Term
0.05013100,USTC,01/08/2022,01/08/2022,0.05037446,0.05037446,0.00000000,Short Term
25.00000000,USTC,01/08/2022,01/08/2022,24.83166745,25.12140975,-0.28974230,Short Term
0.24128758,MIR,12/08/2021,01/02/2022,0.58915912,0.51518276,0.07397636,Short Term
0.33871242,MIR,01/02/2022,01/02/2022,0.82704428,0.00000000,0.82704428,Short Term
2.76000000,MIR,01/02/2022,01/02/2022,6.73917480,0.00000000,6.73917480,Short Term
3.34000000,MIR,01/02/2022,01/02/2022,8.17199470,0.00000000,8.17199470,Short Term
0.09653600,UST,07/21/2021,01/08/2022,0.00000000,0.10820712,-0.10820712,Short Term
0.00943600,UST,01/08/2022,03/12/2022,0.00000000,0.00000000,0.00000000,Short Term
0.06174300,UST,01/08/2022,03/12/2022,0.00000000,0.00000000,0.00000000,Short Term
24.90346400,UST,01/08/2022,01/08/2022,0.00000000,25.29493255,-25.29493255,Short Term
0.28834200,UST,01/08/2022,01/08/2022,0.00000000,0.29287458,-0.29287458,Short Term
0.00837200,UST,01/08/2022,01/09/2022,0.00000000,0.00850360,-0.00850360,Short Term
1.24524600,UST,01/08/2022,03/12/2022,0.00000000,1.26482057,-1.26482057,Short Term
47.77114428,UST,01/08/2022,01/13/2022,43.60000000,50.00000000,-6.40000000,Short Term
0.00586400,UST,01/09/2022,03/12/2022,0.00000000,0.00000000,0.00000000,Short Term
0.10145500,UST,01/18/2022,03/12/2022,0.00000000,0.00000000,0.00000000,Short Term
0.07423100,UST,01/18/2022,03/12/2022,0.00000000,0.00000000,0.00000000,Short Term
0.00000200,UST,01/18/2022,03/12/2022,0.00000000,0.00000000,0.00000000,Short Term
0.00006400,UST,01/18/2022,03/12/2022,0.00000000,0.00000000,0.00000000,Short Term
182.56370200,UST,03/12/2022,03/12/2022,0.00000000,175.83341424,-175.83341424,Short Term
0.25065700,UST,04/05/2022,04/05/2022,0.00000000,0.00000000,0.00000000,Short Term
15.00000000,UST,04/05/2022,04/05/2022,0.00000000,0.74934296,-0.74934296,Short Term
0.33081400,UST,05/17/2022,05/17/2022,0.33081400,0.00000000,0.33081400,Short Term
0.03510308,BADGER,04/19/2021,12/30/2022,0.06067823,1.57894322,-1.51826498,Long Term
3.06226608,BADGER,07/03/2021,01/17/2022,44.24000000,36.15637907,8.08362093,Short Term
1.20773400,BADGER,07/03/2021,12/30/2022,2.56605346,14.25979558,-11.69374212,Long Term
3.75716292,BADGER,07/03/2021,12/30/2022,6.49453071,44.36107227,-37.86654156,Long Term
2.68584775,BADGER,07/03/2021,12/30/2022,4.64268413,31.71198284,-27.06929870,Long Term
10.64790412,GRT,10/09/2021,01/02/2022,7.11219835,8.33383494,-1.22163659,Short Term
1.62790412,GRT,10/09/2021,01/05/2022,1.02774064,1.27411781,-0.24637717,Short Term
29.00000000,GRT,10/09/2021,01/05/2022,18.30849750,22.69753846,-4.38904096,Short Term
11.35209588,GRT,10/09/2021,01/05/2022,7.16689031,8.88498734,-1.71809703,Short Term
13.81101844,GRT,10/09/2021,08/29/2022,1.44127611,10.80952146,-9.36824534,Short Term
14.13000000,GRT,11/04/2021,01/02/2022,9.43804165,15.36535336,-5.92731171,Short Term
13.37209588,GRT,11/04/2021,01/02/2022,8.93180452,14.54118743,-5.60938291,Short Term
28.03000000,GRT,11/19/2021,01/02/2022,18.72245631,25.13105331,-6.40859700,Short Term
6.34000000,GRT,11/23/2021,01/02/2022,4.23476179,5.55238814,-1.31762635,Short Term
4.62000000,GRT,11/23/2021,01/02/2022,3.08589897,4.04606202,-0.96016305,Short Term
3.38000000,GRT,11/23/2021,01/02/2022,2.25764903,2.96010598,-0.70245695,Short Term
37.78000000,GRT,11/28/2021,01/02/2022,25.23490543,35.68517456,-10.45026913,Short Term
31.70000000,GRT,12/04/2021,01/02/2022,21.17380895,25.18457220,-4.01076325,Short Term
44.09214802,GRT,12/04/2021,08/29/2022,4.60132321,30.00000000,-25.39867679,Short Term
1.70000000,GRT,12/08/2021,01/05/2022,1.07325675,1.19125460,-0.11799785,Short Term
27.03000000,GRT,12/08/2021,01/05/2022,17.06478232,18.94094814,-1.87616582,Short Term
9.78000000,GRT,12/11/2021,01/13/2022,5.87661129,6.48773904,-0.61112775,Short Term
15.36000000,GRT,12/11/2021,01/13/2022,9.22952448,10.19088384,-0.96135936,Short Term
4.60000000,GRT,12/14/2021,05/04/2022,1.54227052,2.86472360,-1.32245308,Short Term
19.60000000,GRT,12/14/2021,05/04/2022,6.57141352,12.20621360,-5.63480008,Short Term
115.29000000,GRT,01/02/2022,01/05/2022,72.78574747,78.44758173,-5.66183425,Short Term
34.16000000,GRT,01/02/2022,01/13/2022,20.52607788,23.24372792,-2.71765004,Short Term
14.61000000,GRT,01/05/2022,01/13/2022,8.77886411,9.38783082,-0.60896671,Short Term
157.00000000,GRT,01/05/2022,05/04/2022,49.14266420,100.88223400,-51.73956980,Short Term
14.30000000,GRT,01/05/2022,05/04/2022,4.79444966,9.18863660,-4.39418694,Short Term
113.50000000,GRT,01/13/2022,05/04/2022,38.05384870,69.10197800,-31.04812930,Short Term
0.96000000,GRT,01/13/2022,08/29/2022,0.10018270,0.58447488,-0.48429218,Short Term
2.40818783,GRT,01/22/2022,08/29/2022,0.25131120,0.99000000,-0.73868880,Short Term
157.99000000,GRT,05/04/2022,08/31/2022,16.31667003,50.10128323,-33.78461320,Short Term
6.32000000,GRT,05/04/2022,08/31/2022,0.65270811,2.01564518,-1.36293707,Short Term
141.77543677,GRT,05/04/2022,08/29/2022,14.79525578,45.21661018,-30.42135440,Short Term
6.61456323,GRT,05/04/2022,08/31/2022,0.68312960,2.10959059,-1.42646099,Short Term
6.04320894,GRT,05/05/2022,08/29/2022,0.63065101,1.99000000,-1.35934899,Short Term
8.82661290,GRT,07/18/2022,07/18/2022,1.23441396,1.23441396,0.00000000,Short Term
35.75224014,GRT,07/18/2022,08/31/2022,3.69236980,5.00000000,-1.30763020,Short Term
290.09471592,GRT,08/29/2022,11/21/2022,15.49736356,30.00000000,-14.50263644,Short Term
507.26319663,GRT,08/31/2022,08/31/2022,52.38841825,54.14354891,-1.75513066,Short Term
206.70680337,GRT,08/31/2022,11/21/2022,11.04263644,22.06318139,-11.02054495,Short Term
0.00000001,GRT,11/21/2022,11/21/2022,0.00000000,0.00000000,0.00000000,Short Term
0.51334218,1INCH,11/25/2021,01/07/2022,1.10580756,4.36506262,-3.25925506,Short Term
0.00505502,1INCH,11/25/2021,01/07/2022,0.01088919,0.04339262,-0.03250343,Short Term
0.68000000,1INCH,11/25/2021,01/07/2022,1.46481075,5.83716407,-4.37235332,Short Term
1.73165948,1INCH,11/25/2021,01/07/2022,3.73022561,16.74179840,-13.01157279,Short Term
2.00000000,1INCH,11/25/2021,01/07/2022,4.30826690,19.00194119,-14.69367429,Short Term
13.34738072,DEGEN,06/29/2021,09/09/2022,11.78372645,47.50437935,-35.72065291,Long Term
0.61054079,DEGEN,06/29/2021,09/09/2022,0.53901554,2.17296277,-1.63394723,Long Term
15.66151949,DEGEN,07/03/2021,09/09/2022,13.82676237,55.94722069,-42.12045832,Long Term
31.43463823,DEGEN,07/03/2021,09/09/2022,27.75205005,112.29310433,-84.54105428,Long Term
0.31203362,Cake-LP,01/09/2022,01/09/2022,0.00000000,44.93228646,-44.93228646,Short Term
0.31203362,Cake-LP,01/17/2022,01/17/2022,0.00000000,0.45940127,-0.45940127,Short Term
